token,label,token_length
namely,O,6
",",O,1
fine,B,4
-,I,1
tuning,I,6
and,O,3
feature,B,7
extraction,I,10
",",O,1
finding,O,7
that,O,4
the,O,3
latter,O,6
approach,O,8
is,O,2
more,O,4
robust,O,6
with,O,4
respect,O,7
to,O,2
sense,B,5
bias,I,4
and,O,3
it,O,2
can,O,3
better,O,6
exploit,O,7
limited,O,7
available,O,9
training,B,8
data,I,4
.,O,1
In,O,2
fact,O,4
",",O,1
the,O,3
simple,O,6
feature,B,7
extraction,I,10
strategy,I,8
of,O,2
averaging,O,9
contextualized,B,14
embeddings,I,10
proves,O,6
robust,O,6
even,O,4
using,O,5
only,O,4
three,O,5
training,B,8
sentences,O,9
per,O,3
word,B,4
sense,I,5
",",O,1
with,O,4
minimal,O,7
improvements,O,12
obtained,O,8
by,O,2
increasing,O,10
the,O,3
size,O,4
of,O,2
this,O,4
training,B,8
data,I,4
.,O,1
We,O,2
consider,O,8
the,O,3
task,O,4
of,O,2
crosslingual,B,12
semantic,I,8
parsing,I,7
in,O,2
the,O,3
style,O,5
of,O,2
Discourse,B,9
Representation,I,14
Theory,I,6
(,O,1
DRT,B,3
),O,1
where,O,5
knowledge,O,9
from,O,4
annotated,B,9
corpora,I,7
in,O,2
a,O,1
resource,O,8
-,O,1
rich,O,4
language,B,8
is,O,2
transferred,O,11
via,O,3
bitext,B,6
to,O,2
guide,O,5
learning,O,8
in,O,2
other,O,5
languages,O,9
.,O,1
We,O,2
introduce,O,9
ðniversal,B,12
Discourse,I,9
Representation,I,14
Theory,I,6
(,O,1
ðDRT,B,7
),O,1
",",O,1
a,O,1
variant,O,7
of,O,2
DRT,B,3
that,O,4
explicitly,O,10
anchors,O,7
semantic,B,8
representations,I,15
to,O,2
tokens,B,6
in,O,2
the,O,3
linguistic,B,10
input,I,5
.,O,1
We,O,2
develop,O,7
a,O,1
semantic,B,8
parsing,I,7
framework,I,9
based,O,5
on,O,2
the,O,3
Transformer,B,11
architecture,I,12
and,O,3
utilize,O,7
it,O,2
to,O,2
obtain,O,6
semantic,B,8
resources,I,9
in,O,2
multiple,B,8
languages,I,9
following,O,9
two,O,3
learning,O,8
schemes,O,7
.,O,1
The,O,3
many,B,4
-,I,1
to,I,2
-,I,1
one,I,3
approach,I,8
translates,O,10
non,O,3
-,O,1
English,O,7
text,O,4
to,O,2
English,O,7
",",O,1
and,O,3
then,O,4
runs,O,4
a,O,1
relatively,O,10
accurate,O,8
English,O,7
parser,B,6
on,O,2
the,O,3
translated,O,10
text,O,4
",",O,1
while,O,5
the,O,3
one,B,3
-,I,1
to,I,2
-,I,1
many,I,4
approach,I,8
translates,O,10
gold,B,4
standard,I,8
English,I,7
to,O,2
non,O,3
-,O,1
English,O,7
text,O,4
and,O,3
trains,B,6
multiple,O,8
parsers,B,7
(,O,1
one,O,3
per,O,3
language,O,8
),O,1
on,O,2
the,O,3
translations,O,12
.,O,1
Experimental,O,12
results,O,7
on,O,2
the,O,3
Parallel,B,8
Meaning,I,7
Bank,I,4
show,O,4
that,O,4
our,O,3
proposal,O,8
outperforms,O,11
strong,B,6
baselines,I,9
by,O,2
a,O,1
wide,O,4
margin,O,6
and,O,3
can,O,3
be,O,2
used,O,4
to,O,2
construct,O,9
(,O,1
silver,B,6
-,I,1
standard,I,8
),O,1
meaning,B,7
banks,I,5
for,O,3
99,O,2
languages,O,9
.,O,1
previously,O,10
proposed,O,8
algorithm,B,9
best,O,4
trees,B,5
problem,O,7
efficient,O,9
changing,O,8
arranges,O,8
explores,O,8
search,B,6
space,I,5
Given,O,5
integer,O,7
weighted,B,8
tree,I,4
automaton,I,9
wta,O,3
tropical,B,8
semiring,I,8
algorithm,B,9
computes,O,8
trees,B,5
minimal,I,7
weight,O,6
respect,O,7
M.,O,2
Compared,O,8
original,B,8
algorithm,I,9
modifications,O,13
increase,O,8
laziness,B,8
evaluation,I,10
strategy,O,8
makes,O,5
new,B,3
algorithm,I,9
asymptotically,O,14
efficient,O,9
predecessor,O,11
algorithm,B,9
implemented,O,11
software,B,8
Betty,I,5
compared,O,8
state,O,5
art,O,3
algorithm,B,9
extracting,I,10
best,O,4
runs,O,4
implemented,O,11
software,B,8
toolkit,I,7
Tiburon,O,7
data,B,4
sets,I,4
experiments,O,11
wtas,B,4
resulting,O,9
real,O,4
world,O,5
natural,B,7
language,I,8
processing,I,10
tasks,O,5
artificially,O,12
created,O,7
wtas,B,4
varying,O,7
degrees,O,7
nondeterminism,O,14
find,O,4
Betty,B,5
outperforms,O,11
Tiburon,O,7
tested,O,6
data,O,4
sets,O,4
respect,O,7
running,O,7
time,O,4
Tiburon,O,7
memory,O,6
efficient,O,9
choice,O,6
Text,B,4
style,I,5
transfer,I,8
important,O,9
task,O,4
natural,B,7
language,I,8
generation,I,10
aims,O,4
control,O,7
certain,O,7
attributes,O,10
generated,O,9
text,O,4
politeness,O,10
emotion,O,7
humor,O,5
long,O,4
history,O,7
field,O,5
natural,B,7
language,I,8
processing,I,10
recently,O,8
gained,O,6
significant,O,11
attention,O,9
thanks,O,6
promising,O,9
performance,O,11
brought,O,7
deep,O,4
neural,B,6
models,I,6
article,O,7
present,O,7
systematic,O,10
survey,O,6
research,O,8
neural,B,6
text,I,4
style,I,5
transfer,I,8
spanning,O,8
representative,O,14
articles,O,8
neural,B,6
text,I,4
style,I,5
transfer,I,8
work,O,4
discuss,O,7
task,O,4
formulation,O,11
existing,O,8
datasets,O,8
subtasks,O,8
evaluation,O,10
rich,O,4
methodologies,O,13
presence,O,8
parallel,B,8
non,I,3
parallel,I,8
data,O,4
provide,O,7
discussions,O,11
variety,O,7
important,O,9
topics,O,6
future,O,6
development,O,11
task.1,O,6
Probing,B,7
classifiers,I,11
emerged,O,7
prominent,O,9
methodologies,O,13
interpreting,O,12
analyzing,O,9
deep,O,4
neural,O,6
network,O,7
models,O,6
natural,B,7
language,I,8
processing,I,10
basic,O,5
idea,O,4
simpleâa,O,10
classifier,B,10
trained,O,7
predict,O,7
linguistic,B,10
property,I,8
model,B,5
representationsâand,I,21
examine,O,7
wide,O,4
variety,O,7
models,O,6
properties,O,10
recent,O,6
studies,O,7
demonstrated,O,12
methodological,O,14
limitations,O,11
approach,O,8
squib,B,5
critically,O,10
reviews,O,7
probing,B,7
classifiers,I,11
framework,O,9
highlighting,O,12
promises,O,8
shortcomings,O,12
advances,O,8
users,O,5
world,O,5
interacting,O,11
dialog,B,6
agents,I,6
daily,O,5
life,O,4
need,O,4
better,O,6
speech,B,6
understanding,I,13
calls,O,5
renewed,O,7
attention,O,9
dynamics,O,8
research,O,8
automatic,B,9
speech,I,6
recognition,I,11
ASR,B,3
natural,B,7
language,I,8
understanding,I,13
NLU,B,3
briefly,O,7
review,O,6
research,B,8
areas,I,5
lay,O,3
current,O,7
relationship,O,12
light,O,5
observations,O,12
article,O,7
argue,O,5
NLU,B,3
cognizant,O,9
presence,O,8
ASR,B,3
models,O,6
upstream,O,8
dialog,B,6
system,I,6
pipeline,O,8
ASR,B,3
able,O,4
learn,O,5
errors,O,6
found,O,5
NLU,B,3
need,O,4
end,B,3
end,I,3
data,B,4
sets,I,4
provide,O,7
semantic,B,8
annotations,I,11
spoken,B,6
input,I,5
stronger,O,8
collaboration,O,13
ASR,B,3
NLU,B,3
Data,B,4
hungry,I,6
deep,B,4
neural,I,6
networks,I,8
established,O,11
factor,O,6
standard,O,8
NLP,B,3
tasks,I,5
including,O,9
traditional,B,11
sequence,I,8
tagging,I,7
ones,O,4
Despite,O,7
state,O,5
art,O,3
performance,O,11
high,B,4
resource,I,8
languages,I,9
fall,O,4
statistical,O,11
counterparts,O,12
low,B,3
resource,I,8
scenarios,O,9
methodology,O,11
counterattack,O,13
problem,O,7
text,B,4
augmentation,I,12
generating,O,10
new,O,3
synthetic,B,9
training,I,8
data,O,4
points,O,6
existing,O,8
data,O,4
NLP,B,3
recently,O,8
witnessed,O,9
new,O,3
textual,B,7
augmentation,I,12
techniques,O,10
field,O,5
lacks,O,5
systematic,B,10
performance,I,11
analysis,O,8
diverse,B,7
set,I,3
languages,O,9
sequence,B,8
tagging,I,7
tasks,I,5
fill,O,4
gap,O,3
investigate,O,11
categories,O,10
text,B,4
augmentation,I,12
methodologies,O,13
perform,O,7
changes,O,7
syntax,O,6
e.g.,O,4
cropping,B,8
sub,I,3
sentences,I,9
token,O,5
e.g.,O,4
random,B,6
word,I,4
insertion,I,9
character,O,9
e.g.,O,4
character,B,9
swapping,I,8
levels,O,6
systematically,O,14
compare,O,7
methods,O,7
speech,B,6
tagging,I,7
dependency,B,10
parsing,I,7
semantic,B,8
role,I,4
labeling,O,8
diverse,B,7
set,I,3
language,I,8
families,O,8
models,O,6
including,O,9
architectures,O,13
rely,O,4
pretrained,B,10
multilingual,I,12
contextualized,I,14
language,I,8
models,I,6
mBERT,B,5
Augmentation,B,12
significantly,O,13
improves,O,8
dependency,B,10
parsing,I,7
followed,O,8
speech,B,6
tagging,I,7
semantic,B,8
role,I,4
labeling,B,8
find,O,4
experimented,B,12
techniques,I,10
effective,O,9
morphologically,O,15
rich,O,4
languages,B,9
general,O,7
analytic,O,8
languages,B,9
Vietnamese,B,10
results,O,7
suggest,O,7
augmentation,B,12
techniques,I,10
improve,O,7
strong,O,6
baselines,O,9
based,O,5
mBERT,B,5
especially,O,10
dependency,B,10
parsing,I,7
identify,O,8
character,B,9
level,I,5
methods,O,7
consistent,O,10
performers,O,10
synonym,B,7
replacement,I,11
syntactic,B,9
augmenters,I,10
provide,O,7
inconsistent,O,12
improvements,O,12
Finally,O,7
discuss,O,7
results,O,7
heavily,O,7
depend,O,6
task,O,4
language,O,8
pair,O,4
e.g.,O,4
syntactic,B,9
level,I,5
techniques,O,10
benefit,O,7
higher,O,6
level,O,5
tasks,O,5
morphologically,O,15
richer,O,6
languages,O,9
model,O,5
type,O,4
e.g.,O,4
token,B,5
level,I,5
augmentation,I,12
provides,O,8
significant,O,11
improvements,O,12
BPE,B,3
character,I,9
level,I,5
ones,O,4
generally,O,9
higher,O,6
scores,O,6
char,B,4
mBERT,O,5
based,O,5
models,O,6
importance,O,10
pervasiveness,O,13
emotions,O,8
lives,O,5
makes,O,5
affective,B,9
computing,I,9
tremendously,O,12
important,O,9
vibrant,O,7
line,O,4
work,O,4
Systems,O,7
automatic,B,9
emotion,I,7
recognition,I,11
AER,O,3
sentiment,B,9
analysis,I,8
facilitators,O,12
enormous,O,8
progress,O,8
e.g.,O,4
improving,O,9
public,B,6
health,I,6
commerce,O,8
enablers,O,8
great,O,5
harm,O,4
e.g.,O,4
suppressing,O,11
dissidents,O,10
manipulating,O,12
voters,O,6
imperative,O,10
affective,B,9
computing,I,9
community,O,9
actively,O,8
engage,O,6
ethical,B,7
ramifications,I,13
creations,O,9
article,O,7
synthesized,O,11
organized,O,9
information,O,11
AI,B,2
Ethics,I,6
Emotion,B,7
Recognition,I,11
literature,O,10
present,O,7
ethical,B,7
considerations,I,14
relevant,O,8
AER,B,3
Notably,O,7
ethics,B,6
sheet,I,5
fleshes,O,7
assumptions,O,11
hidden,O,6
AER,O,3
commonly,O,8
framed,O,6
choices,O,7
data,B,4
method,O,6
evaluation,O,10
Special,O,7
attention,O,9
paid,O,4
implications,O,12
AER,B,3
privacy,O,7
social,B,6
groups,I,6
way,O,3
key,O,3
recommendations,O,15
responsible,O,11
AER,B,3
objective,O,9
ethics,B,6
sheet,I,5
facilitate,O,10
encourage,O,9
thoughtfulness,O,14
automate,O,8
automate,O,8
judge,O,5
success,O,7
building,O,8
AER,B,3
systems,O,7
Additionally,O,12
ethics,B,6
sheet,I,5
acts,O,4
useful,O,6
introductory,O,12
document,O,8
emotion,B,7
recognition,I,11
complementing,O,13
survey,O,6
articles,O,8
Query,B,5
Focused,I,7
Text,I,4
Summarization,I,13
QFTS,B,4
task,O,4
aims,O,4
building,B,8
systems,I,7
generate,B,8
summary,I,7
text,I,4
documents,B,9
based,O,5
given,B,5
query,I,5
key,O,3
challenge,O,9
addressing,O,10
task,O,4
lack,O,4
large,B,5
labeled,I,7
data,I,4
training,B,8
summarization,I,13
model,I,5
article,B,7
address,I,7
challenge,I,9
exploring,O,9
series,O,6
domain,O,6
adaptation,O,10
techniques,O,10
Given,O,5
recent,O,6
success,O,7
pre,B,3
trained,I,7
transformer,B,11
models,I,6
wide,B,4
range,I,5
natural,B,7
language,I,8
processing,I,10
tasks,I,5
utilize,B,7
models,I,6
generate,B,8
abstractive,I,11
summaries,I,9
QFTS,B,4
task,I,4
single,O,6
document,O,8
multi,O,5
document,O,8
scenarios,O,9
domain,O,6
adaptation,O,10
apply,O,5
variety,O,7
techniques,O,10
pre,B,3
trained,I,7
transformer,I,11
based,O,5
summarization,B,13
models,I,6
including,O,9
transfer,O,8
learning,O,8
weakly,O,6
supervised,B,10
learning,I,8
distant,O,7
supervision,O,11
Extensive,O,9
experiments,O,11
datasets,O,8
proposed,O,8
approach,O,8
effective,O,9
generating,I,10
abstractive,O,11
summaries,O,9
QFTS,B,4
task,O,4
setting,O,7
new,B,3
state,I,5
art,I,3
result,O,6
datasets,O,8
set,O,3
automatic,O,9
human,O,5
evaluation,O,10
metrics,O,7
Short,B,5
texts,I,5
STs,I,3
present,O,7
variety,O,7
scenarios,O,9
including,O,9
query,B,5
dialog,I,6
entity,B,6
names,I,5
exciting,O,8
studies,O,7
neural,B,6
machine,I,7
translation,I,11
NMT,B,3
focused,O,7
tackling,O,8
open,O,4
problems,O,8
concerning,O,10
long,B,4
sentences,I,9
short,B,5
ones,I,4
intuition,O,9
respect,O,7
human,B,5
learning,I,8
processing,I,10
short,B,5
sequence,I,8
generally,O,9
regarded,O,8
easy,O,4
examples,B,8
article,I,7
dispel,B,6
speculation,I,11
conducting,B,10
preliminary,I,11
experiments,I,11
showing,B,7
conventional,I,12
state,I,5
art,I,3
NMT,B,3
approach,I,8
Transformer,B,11
Vaswani,I,7
et,O,2
al,O,2
suffers,O,7
translation,B,11
mistranslation,B,14
errors,B,6
STs,B,3
empirically,B,11
investigating,O,13
rationale,O,9
summarize,B,9
challenges,I,10
NMT,B,3
STs,B,3
associated,O,10
translation,B,11
error,I,5
types,I,5
respectively,O,12
imbalanced,B,10
length,I,6
distribution,I,12
training,B,8
set,I,3
intensifies,B,11
model,I,5
inference,O,9
calibration,I,11
STs,I,3
leading,O,7
translation,B,11
cases,I,5
STs,B,3
lack,O,4
contextual,B,10
information,I,11
forces,B,6
NMT,B,3
higher,O,6
data,O,4
uncertainty,O,11
short,B,5
sentences,I,9
NMT,B,3
model,I,5
troubled,O,8
considerable,O,12
mistranslation,B,14
errors,I,6
existing,O,8
approaches,O,10
like,O,4
balancing,O,9
data,B,4
distribution,I,12
training,I,8
e.g.,O,4
data,B,4
upsampling,I,10
complementing,O,13
contextual,B,10
information,I,11
e.g.,O,4
introducing,O,11
translation,B,11
memory,I,6
alleviate,I,9
translation,B,11
issues,I,6
NMT,B,3
STs,B,3
encourage,O,9
researchers,O,11
investigate,O,11
challenges,O,10
NMT,B,3
STs,B,3
reducing,I,8
ST,B,2
translation,I,11
errors,I,6
enhancing,O,9
translation,B,11
quality,I,7
The,O,3
syntactic,B,9
structure,I,9
of,O,2
a,O,1
sentence,O,8
is,O,2
often,O,5
represented,O,11
using,O,5
syntactic,B,9
dependency,I,10
trees,I,5
.,O,1
The,O,3
sum,O,3
of,O,2
the,O,3
distances,O,9
between,O,7
syntactically,B,13
related,I,7
words,I,5
has,O,3
been,O,4
in,O,2
the,O,3
limelight,O,9
for,O,3
the,O,3
past,O,4
decades,O,7
.,O,1
Research,O,8
on,O,2
dependency,B,10
distances,I,9
led,O,3
to,O,2
the,O,3
formulation,O,11
of,O,2
the,O,3
principle,O,9
of,O,2
dependency,B,10
distance,I,8
minimization,I,12
whereby,O,7
words,O,5
in,O,2
sentences,O,9
are,O,3
ordered,O,7
so,O,2
as,O,2
to,O,2
minimize,O,8
that,O,4
sum,O,3
.,O,1
Numerous,O,8
random,B,6
baselines,I,9
have,O,4
been,O,4
defined,O,7
to,O,2
carry,O,5
out,O,3
related,O,7
quantitative,O,12
studies,O,7
on,O,2
languages,O,9
.,O,1
The,O,3
simplest,O,8
random,B,6
baseline,I,8
is,O,2
the,O,3
expected,B,8
value,I,5
of,O,2
the,O,3
sum,O,3
in,O,2
unconstrained,B,13
random,I,6
permutations,I,12
of,O,2
the,O,3
words,O,5
in,O,2
the,O,3
sentence,O,8
",",O,1
namely,O,6
",",O,1
when,O,4
all,O,3
the,O,3
shuffling,B,9
of,O,2
the,O,3
words,O,5
of,O,2
a,O,1
sentence,O,8
are,O,3
allowed,O,7
and,O,3
equally,O,7
likely,O,6
.,O,1
Here,O,4
we,O,2
focus,O,5
on,O,2
a,O,1
popular,O,7
baseline,B,8
:,O,1
random,B,6
projective,I,10
permutations,I,12
of,O,2
the,O,3
words,O,5
of,O,2
the,O,3
sentence,O,8
",",O,1
that,O,4
is,O,2
",",O,1
permutations,B,12
where,O,5
the,O,3
syntactic,B,9
dependency,I,10
structure,I,9
is,O,2
projective,O,10
",",O,1
a,O,1
formal,O,6
constraint,O,10
that,O,4
sentences,O,9
satisfy,O,7
often,O,5
in,O,2
languages,O,9
.,O,1
Thus,O,4
far,O,3
",",O,1
the,O,3
expectation,B,11
of,O,2
the,O,3
sum,O,3
of,O,2
dependency,B,10
distances,I,9
in,O,2
random,B,6
projective,I,10
shuffling,I,9
of,O,2
a,O,1
sentence,O,8
has,O,3
been,O,4
estimated,O,9
approximately,O,13
with,O,4
a,O,1
Monte,B,5
Carlo,I,5
procedure,I,9
whose,O,5
cost,O,4
is,O,2
of,O,2
the,O,3
order,O,5
of,O,2
Rn,O,2
",",O,1
where,O,5
n,O,1
is,O,2
the,O,3
number,O,6
of,O,2
words,O,5
of,O,2
the,O,3
sentence,O,8
and,O,3
R,O,1
is,O,2
the,O,3
number,O,6
of,O,2
samples,O,7
;,O,1
it,O,2
is,O,2
well,O,4
known,O,5
that,O,4
the,O,3
larger,O,6
R,O,1
is,O,2
",",O,1
the,O,3
lower,O,5
the,O,3
error,O,5
of,O,2
the,O,3
estimation,B,10
but,O,3
the,O,3
larger,O,6
the,O,3
time,O,4
cost,O,4
.,O,1
Here,O,4
we,O,2
pre-,O,4
sent,O,4
formulae,B,8
to,O,2
compute,O,7
that,O,4
expectation,B,11
without,O,7
error,O,5
in,O,2
time,O,4
of,O,2
the,O,3
order,O,5
of,O,2
n,O,1
.,O,1
Furthermore,O,11
",",O,1
we,O,2
show,O,4
that,O,4
star,B,4
trees,I,5
maximize,O,8
it,O,2
",",O,1
and,O,3
provide,O,7
an,O,2
algorithm,I,9
to,O,2
retrieve,O,8
the,O,3
trees,B,5
that,O,4
minimize,O,8
it,O,2
.,O,1
We,O,2
contribute,O,10
to,O,2
the,O,3
discussion,O,10
on,O,2
parsing,B,7
performance,O,11
in,O,2
NLP,B,3
by,O,2
introducing,O,11
a,O,1
measurement,B,11
that,O,4
evaluates,O,9
the,O,3
differences,O,11
between,O,7
the,O,3
distributions,B,13
of,O,2
edge,B,4
displacement,I,12
(,O,1
the,O,3
directed,O,8
distance,O,8
of,O,2
edges,O,5
),O,1
seen,O,4
in,O,2
training,O,8
and,O,3
test,O,4
data,O,4
.,O,1
We,O,2
hypothesize,O,11
that,O,4
this,O,4
measurement,B,11
will,O,4
be,O,2
related,O,7
to,O,2
differences,O,11
observed,O,8
in,O,2
parsing,B,7
performance,O,11
across,O,6
treebanks,B,9
.,O,1
We,O,2
motivate,O,8
this,O,4
by,O,2
building,O,8
upon,O,4
previous,O,8
work,O,4
and,O,3
then,O,4
attempt,O,7
to,O,2
falsify,O,7
this,O,4
hypothesis,B,10
by,O,2
using,O,5
a,O,1
number,O,6
of,O,2
statistical,B,11
methods,I,7
.,O,1
We,O,2
establish,O,9
that,O,4
there,O,5
is,O,2
a,O,1
statistical,B,11
correlation,I,11
between,O,7
this,O,4
measurement,B,11
and,O,3
parsing,B,7
performance,O,11
even,O,4
when,O,4
controlling,O,11
for,O,3
potential,O,9
covariants,O,10
.,O,1
We,O,2
then,O,4
use,O,3
this,O,4
to,O,2
establish,O,9
a,O,1
sampling,B,8
technique,I,9
that,O,4
gives,O,5
us,O,2
an,O,2
adversarial,O,11
and,O,3
complementary,O,13
split,O,5
.,O,1
This,O,4
gives,O,5
an,O,2
idea,O,4
of,O,2
the,O,3
lower,O,5
and,O,3
upper,O,5
bounds,O,6
of,O,2
parsing,B,7
systems,O,7
for,O,3
a,O,1
given,O,5
treebank,B,8
in,O,2
lieu,O,4
of,O,2
freshly,O,7
sampled,O,7
data,O,4
.,O,1
In,O,2
a,O,1
broader,O,7
sense,O,5
",",O,1
the,O,3
methodology,O,11
presented,O,9
here,O,4
can,O,3
act,O,3
as,O,2
a,O,1
reference,O,9
for,O,3
future,O,6
correlation,B,11
-,I,1
based,I,5
exploratory,O,11
work,O,4
in,O,2
NLP,B,3
.,O,1
Recent,O,6
advances,O,8
in,O,2
multilingual,B,12
language,I,8
modeling,I,8
have,O,4
brought,O,7
the,O,3
idea,O,4
of,O,2
a,O,1
truly,O,5
universal,B,9
parser,I,6
closer,O,6
to,O,2
reality,O,7
.,O,1
However,O,7
",",O,1
such,O,4
models,O,6
are,O,3
still,O,5
not,O,3
immune,O,6
to,O,2
the,O,3
curse,O,5
of,O,2
multilinguality,B,15
â,O,3
:,O,1
Cross-language,B,14
interference,I,12
and,O,3
restrained,O,10
model,O,5
capacity,O,8
remain,O,6
major,O,5
obstacles,O,9
.,O,1
To,O,2
address,O,7
this,O,4
",",O,1
we,O,2
propose,O,7
a,O,1
novel,O,5
language,B,8
adaptation,I,10
approach,O,8
by,O,2
introducing,O,11
contextual,B,10
language,I,8
adapters,I,8
to,O,2
a,O,1
multilingual,B,12
parser,I,6
.,O,1
Contextual,B,10
language,I,8
adapters,I,8
make,O,4
it,O,2
possible,O,8
to,O,2
learn,O,5
adapters,O,8
via,O,3
language,B,8
embeddings,I,10
while,O,5
sharing,O,7
model,B,5
parameters,I,10
across,O,6
languages,B,9
based,I,5
on,O,2
contextual,B,10
parameter,I,9
generation,I,10
.,O,1
Moreover,O,8
",",O,1
our,O,3
method,O,6
allows,O,6
for,O,3
an,O,2
easy,O,4
but,O,3
effective,O,9
integration,O,11
of,O,2
existing,O,8
linguistic,B,10
typology,B,8
features,I,8
into,O,4
the,O,3
parsing,O,7
model,O,5
.,O,1
Because,O,7
not,O,3
all,O,3
typological,B,11
features,I,8
are,O,3
available,O,9
for,O,3
every,O,5
language,O,8
",",O,1
we,O,2
further,O,7
combine,O,7
typological,B,11
feature,I,7
prediction,O,10
with,O,4
parsing,B,7
in,O,2
a,O,1
multi-task,O,10
model,O,5
that,O,4
achieves,O,8
very,O,4
competitive,O,11
parsing,B,7
performance,O,11
without,O,7
the,O,3
need,O,4
for,O,3
an,O,2
external,O,8
prediction,O,10
system,O,6
for,O,3
missing,O,7
features,O,8
.,O,1
The,O,3
resulting,O,9
parser,B,6
",",O,1
UDapter,B,7
",",O,1
can,O,3
be,O,2
used,O,4
for,O,3
dependency,B,10
parsing,I,7
as,O,2
well,O,4
as,O,2
sequence,B,8
labeling,I,8
tasks,O,5
such,O,4
as,O,2
POS,B,3
tagging,I,7
",",O,1
morphological,B,13
tagging,I,7
",",O,1
and,O,3
NER,B,3
.,O,1
In,O,2
dependency,B,10
parsing,I,7
",",O,1
it,O,2
outperforms,O,11
strong,O,6
monolingual,B,11
and,O,3
multilingual,B,12
baselines,I,9
on,O,2
the,O,3
majority,O,8
of,O,2
both,O,4
high,B,4
-,I,1
resource,I,8
and,O,3
low,B,3
-,I,1
resource,I,8
(,O,1
zero,B,4
-,I,1
shot,I,4
),O,1
languages,O,9
",",O,1
showing,O,7
the,O,3
success,O,7
of,O,2
the,O,3
proposed,O,8
adaptation,O,10
approach,O,8
.,O,1
In,O,2
sequence,B,8
labeling,I,8
tasks,O,5
",",O,1
our,O,3
parser,O,6
surpasses,O,9
the,O,3
baseline,B,8
on,O,2
high-resource,B,13
languages,I,9
",",O,1
and,O,3
performs,O,8
very,O,4
competitively,O,13
in,O,2
a,O,1
zero-shot,B,9
setting,O,7
.,O,1
Our,O,3
in-depth,O,8
analyses,O,8
show,O,4
that,O,4
adapter,B,7
generation,I,10
via,O,3
typological,B,11
features,I,8
of,O,2
languages,O,9
is,O,2
key,O,3
to,O,2
this,O,4
1,O,1
Unlike,O,6
other,O,5
mildly,O,6
context,B,7
-,I,1
sensitive,I,9
formalisms,O,10
",",O,1
Combinatory,B,11
Categorial,I,10
Grammar,I,7
CCG,B,3
),O,1
cannot,O,6
be,O,2
parsed,O,6
in,O,2
polynomial,B,10
time,O,4
when,O,4
the,O,3
size,O,4
of,O,2
the,O,3
grammar,O,7
is,O,2
taken,O,5
into,O,4
account,O,7
.,O,1
Refining,O,8
this,O,4
result,O,6
",",O,1
we,O,2
show,O,4
that,O,4
the,O,3
parsing,B,7
complexity,I,10
of,O,2
CCG,O,3
is,O,2
exponential,B,11
only,O,4
in,O,2
the,O,3
maximum,B,7
degree,I,6
of,O,2
composition,B,11
.,O,1
When,O,4
that,O,4
degree,O,6
is,O,2
fixed,O,5
",",O,1
parsing,B,7
can,O,3
be,O,2
carried,O,7
out,O,3
in,O,2
polynomial,B,10
time,O,4
.,O,1
Our,O,3
finding,O,7
is,O,2
interesting,O,11
from,O,4
a,O,1
linguistic,B,10
perspective,O,11
because,O,7
a,O,1
bounded,O,7
degree,O,6
of,O,2
composition,B,11
has,O,3
been,O,4
suggested,O,9
as,O,2
a,O,1
universal,B,9
constraint,I,10
on,O,2
natural,B,7
language,I,8
grammar,I,7
.,O,1
Moreover,O,8
",",O,1
ours,O,4
is,O,2
the,O,3
first,O,5
complexity,B,10
result,O,6
for,O,3
a,O,1
version,O,7
of,O,2
CCG,B,3
that,O,4
includes,O,8
substitution,B,12
rules,I,5
",",O,1
which,O,5
are,O,3
used,O,4
in,O,2
practical,B,9
grammars,I,8
but,O,3
have,O,4
been,O,4
ignored,O,7
in,O,2
theoretical,B,11
work,O,4
.,O,1
Multilingual,B,12
sentence,B,8
encoders,I,8
have,O,4
seen,O,4
much,O,4
success,O,7
in,O,2
cross,B,5
-,I,1
lingual,I,7
model,O,5
transfer,O,8
for,O,3
downstream,B,10
NLP,B,3
tasks,O,5
.,O,1
The,O,3
success,O,7
of,O,2
this,O,4
transfer,O,8
is,O,2
",",O,1
however,O,7
",",O,1
dependent,O,9
on,O,2
the,O,3
model,O,5
âs,O,4
ability,O,7
to,O,2
encode,O,6
the,O,3
patterns,O,8
of,O,2
cross,B,5
-,I,1
lingual,I,7
similarity,O,10
and,O,3
variation,O,9
.,O,1
Yet,O,3
",",O,1
we,O,2
know,O,4
relatively,O,10
little,O,6
about,O,5
the,O,3
properties,O,10
of,O,2
individual,B,10
languages,I,9
or,O,2
the,O,3
general,O,7
patterns,O,8
of,O,2
linguistic,B,10
variation,O,9
that,O,4
the,O,3
models,O,6
encode,O,6
.,O,1
In,O,2
this,O,4
article,O,7
",",O,1
we,O,2
investigate,O,11
these,O,5
questions,O,9
by,O,2
leveraging,O,10
knowledge,O,9
from,O,4
the,O,3
field,O,5
of,O,2
linguistic,B,10
typology,O,8
",",O,1
which,O,5
studies,O,7
and,O,3
documents,B,9
structural,I,10
and,O,3
semantic,B,8
variation,I,9
across,O,6
languages,O,9
.,O,1
We,O,2
propose,O,7
methods,O,7
for,O,3
separating,O,10
language-specific,B,17
subspaces,I,9
within,O,6
state,B,5
-,I,1
of,I,2
-,I,1
the,I,3
-,I,1
art,I,3
multilingual,B,12
sentence,I,8
encoders,I,8
LASER,B,5
",",O,1
M,B,1
-,I,1
BERT,I,4
",",O,1
XLM,B,3
",",O,1
and,O,3
XLM,B,3
